,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,June-September,Oct-Dec,Latitude,Longitude,flood,avgjune,sub
249,Matathwada,1916,0.0,5.0,3.0,1.7,43.6,149.8,374.7,139.7,305.1,115.0,40.3,0.0,1177.9,5.0,48.3,969.3,155.3,19.1033404,77.24397107,0,49.93333333333334,106.20000000000002
250,Matathwada,1917,1.7,63.5,10.8,7.0,17.1,176.8,144.6,259.3,348.7,101.2,37.5,0.0,1168.2,65.2,34.9,929.4,138.7,19.1033404,77.24397107,0,58.93333333333334,159.70000000000002
251,Matathwada,1918,0.7,0.0,0.2,0.6,121.4,93.5,65.9,78.6,89.9,4.7,9.8,20.7,486.0,0.7,122.2,327.9,35.2,19.1033404,77.24397107,0,31.166666666666668,27.900000000000006
252,Matathwada,1919,11.9,0.9,0.3,5.1,11.2,149.7,119.9,85.3,228.0,28.0,21.4,1.1,662.8,12.8,16.6,582.9,50.5,19.1033404,77.24397107,0,49.9,138.5
253,Matathwada,1920,27.0,0.0,0.3,3.1,2.1,60.4,50.5,86.1,127.7,3.8,0.0,0.0,361.0,27.0,5.5,324.7,3.8,19.1033404,77.24397107,0,20.133333333333333,58.3
254,Matathwada,1921,2.1,0.0,0.0,2.4,0.0,151.0,174.8,70.2,113.4,41.9,6.6,0.0,562.4,2.1,2.4,509.4,48.5,19.1033404,77.24397107,0,50.333333333333336,151.0
255,Matathwada,1922,54.4,1.9,0.0,2.8,19.3,220.3,119.5,39.4,206.4,47.8,122.7,1.4,835.9,56.3,22.1,585.6,171.9,19.1033404,77.24397107,0,73.43333333333334,201.0
256,Matathwada,1923,4.0,0.5,55.9,9.9,0.6,20.5,300.4,72.0,300.1,0.2,0.0,0.8,764.9,4.5,66.4,693.0,1.0,19.1033404,77.24397107,0,6.833333333333333,19.9
257,Matathwada,1924,3.2,0.0,7.7,8.1,0.2,49.2,130.4,180.7,200.2,59.8,9.8,13.4,662.7,3.2,16.0,560.5,83.0,19.1033404,77.24397107,0,16.400000000000002,49.0
258,Matathwada,1925,0.0,0.0,0.0,0.0,30.1,130.3,84.3,173.6,73.4,38.1,75.1,0.0,604.9,0.0,30.1,461.6,113.2,19.1033404,77.24397107,0,43.43333333333334,100.20000000000002
259,Matathwada,1926,70.4,0.0,0.0,1.5,17.6,85.0,126.3,254.1,147.6,0.0,11.2,1.8,715.5,70.4,19.1,613.0,13.0,19.1033404,77.24397107,0,28.333333333333332,67.4
260,Matathwada,1927,0.0,3.2,10.2,7.5,0.0,173.0,143.5,67.0,175.7,37.2,126.9,0.4,744.6,3.2,17.7,559.2,164.5,19.1033404,77.24397107,0,57.666666666666664,173.0
261,Matathwada,1928,0.0,28.3,9.5,2.0,0.0,160.5,141.7,135.0,288.1,58.8,0.0,1.7,825.6,28.3,11.5,725.3,60.5,19.1033404,77.24397107,0,53.5,160.5
262,Matathwada,1929,0.0,31.6,0.9,21.6,1.7,165.8,104.7,48.2,179.0,51.7,0.0,4.2,609.4,31.6,24.2,497.7,55.9,19.1033404,77.24397107,0,55.26666666666667,164.10000000000002
263,Matathwada,1930,0.0,1.0,1.7,13.0,4.1,132.2,49.6,75.7,281.0,64.6,17.1,0.3,640.3,1.0,18.8,538.5,82.0,19.1033404,77.24397107,0,44.06666666666666,128.1
264,Matathwada,1931,0.0,0.0,3.8,4.4,7.7,134.5,295.1,142.8,242.1,175.1,70.1,13.1,1088.7,0.0,15.9,814.5,258.3,19.1033404,77.24397107,0,44.833333333333336,126.8
265,Matathwada,1932,0.0,2.5,7.7,7.7,20.1,111.5,276.6,161.3,161.6,54.6,34.3,6.3,844.2,2.5,35.5,711.0,95.2,19.1033404,77.24397107,0,37.166666666666664,91.4
266,Matathwada,1933,9.1,7.6,10.1,13.5,66.7,206.6,214.7,180.4,340.8,30.7,17.5,25.2,1122.9,16.7,90.3,942.5,73.4,19.1033404,77.24397107,0,68.86666666666666,139.89999999999998
267,Matathwada,1934,6.0,0.0,0.0,11.9,1.3,95.8,248.6,256.8,159.9,16.8,79.5,0.0,876.6,6.0,13.2,761.1,96.3,19.1033404,77.24397107,0,31.933333333333334,94.5
268,Matathwada,1935,7.2,0.5,0.0,14.0,0.4,191.1,197.4,196.6,223.5,84.1,5.8,1.4,922.0,7.7,14.4,808.6,91.3,19.1033404,77.24397107,0,63.699999999999996,190.7
269,Matathwada,1936,0.0,26.6,7.8,10.7,33.3,137.5,92.2,119.3,145.1,9.1,139.9,6.2,727.7,26.6,51.8,494.1,155.2,19.1033404,77.24397107,0,45.833333333333336,104.2
270,Matathwada,1937,0.0,13.2,11.3,43.8,1.1,75.8,277.3,35.8,152.8,106.4,0.3,20.5,738.3,13.2,56.2,541.7,127.2,19.1033404,77.24397107,0,25.266666666666666,74.7
271,Matathwada,1938,0.0,8.8,17.7,15.6,27.3,253.3,260.1,146.5,256.1,86.8,0.2,0.3,1072.7,8.8,60.6,916.0,87.3,19.1033404,77.24397107,0,84.43333333333334,226.0
272,Matathwada,1939,0.2,0.0,3.7,9.1,0.2,98.2,163.6,188.6,73.8,25.3,16.5,1.0,580.2,0.2,13.0,524.2,42.8,19.1033404,77.24397107,0,32.733333333333334,98.0
273,Matathwada,1940,0.0,0.4,0.0,11.2,13.4,178.8,176.9,239.5,139.0,63.1,31.5,1.8,855.6,0.4,24.6,734.2,96.4,19.1033404,77.24397107,0,59.6,165.4
274,Matathwada,1941,9.4,9.3,1.1,0.5,0.0,50.2,114.9,150.4,190.6,14.5,0.0,0.0,540.9,18.7,1.6,506.1,14.5,19.1033404,77.24397107,0,16.733333333333334,50.2
275,Matathwada,1942,0.0,24.3,0.0,6.6,3.9,221.0,227.2,311.4,124.9,11.1,0.0,72.6,1003.0,24.3,10.5,884.5,83.7,19.1033404,77.24397107,0,73.66666666666667,217.1
276,Matathwada,1943,7.1,0.1,1.5,0.2,47.6,187.4,105.8,62.3,282.9,156.5,1.0,0.0,852.4,7.2,49.3,638.4,157.5,19.1033404,77.24397107,0,62.46666666666667,139.8
277,Matathwada,1944,0.4,12.2,32.6,0.0,5.2,85.1,230.7,116.0,167.0,94.5,15.2,0.0,758.9,12.6,37.8,598.8,109.7,19.1033404,77.24397107,0,28.366666666666664,79.89999999999999
278,Matathwada,1945,1.8,0.0,0.0,5.0,0.3,129.6,140.2,154.4,161.9,27.7,1.3,0.0,622.2,1.8,5.3,586.1,29.0,19.1033404,77.24397107,0,43.199999999999996,129.29999999999998
279,Matathwada,1946,0.0,9.7,1.9,21.3,16.3,165.6,212.4,114.5,180.1,6.8,98.2,21.9,848.7,9.7,39.5,672.6,126.9,19.1033404,77.24397107,0,55.199999999999996,149.29999999999998
280,Matathwada,1947,28.0,22.0,7.7,11.5,2.0,65.7,164.5,276.0,253.3,13.6,2.1,8.6,855.0,50.0,21.2,759.5,24.3,19.1033404,77.24397107,0,21.900000000000002,63.7
281,Matathwada,1948,7.9,2.2,4.1,3.3,1.9,179.4,218.7,110.1,221.6,21.1,176.1,0.0,946.4,10.1,9.3,729.8,197.2,19.1033404,77.24397107,0,59.800000000000004,177.5
282,Matathwada,1949,2.9,0.5,0.1,0.7,35.2,188.9,189.5,89.8,369.1,32.3,5.2,0.0,914.2,3.4,36.0,837.3,37.5,19.1033404,77.24397107,0,62.96666666666667,153.7
283,Matathwada,1950,0.0,11.9,4.1,0.4,7.1,67.6,141.1,113.9,271.0,38.8,0.0,1.6,657.5,11.9,11.6,593.6,40.4,19.1033404,77.24397107,0,22.53333333333333,60.49999999999999
284,Matathwada,1951,0.4,0.0,6.2,10.6,11.2,159.5,271.0,101.3,89.3,78.4,3.5,0.0,731.4,0.4,28.0,621.1,81.9,19.1033404,77.24397107,0,53.166666666666664,148.3
285,Matathwada,1952,0.2,18.8,0.0,3.3,21.7,95.4,144.6,87.2,136.1,36.4,0.0,2.3,546.0,19.0,25.0,463.3,38.7,19.1033404,77.24397107,0,31.8,73.7
286,Matathwada,1953,0.3,0.0,0.3,15.2,0.4,200.4,217.9,160.6,208.0,88.1,0.0,0.0,891.2,0.3,15.9,786.9,88.1,19.1033404,77.24397107,0,66.8,200.0
287,Matathwada,1954,0.4,0.0,15.5,5.6,5.2,181.0,276.0,138.8,255.6,11.9,0.0,9.7,899.7,0.4,26.3,851.4,21.6,19.1033404,77.24397107,0,60.333333333333336,175.8
288,Matathwada,1955,6.5,0.0,2.4,3.4,12.2,229.8,213.2,364.7,208.6,109.3,1.2,0.0,1151.3,6.5,18.0,1016.3,110.5,19.1033404,77.24397107,0,76.60000000000001,217.60000000000002
289,Matathwada,1956,1.2,1.9,0.1,4.1,78.4,154.1,310.0,134.6,202.5,70.7,79.7,0.0,1037.3,3.1,82.6,801.2,150.4,19.1033404,77.24397107,0,51.36666666666667,75.69999999999999
290,Matathwada,1957,1.5,2.1,13.9,14.5,30.0,126.9,255.1,294.6,104.7,53.7,3.6,0.0,900.6,3.6,58.4,781.3,57.3,19.1033404,77.24397107,0,42.300000000000004,96.9
291,Matathwada,1958,0.1,0.0,4.4,25.2,12.7,92.2,264.4,456.1,79.8,41.2,48.3,0.0,1024.4,0.1,42.3,892.5,89.5,19.1033404,77.24397107,0,30.733333333333334,79.5
292,Matathwada,1959,1.5,0.0,0.1,9.5,13.2,173.6,188.3,200.0,246.3,99.8,17.0,1.0,950.3,1.5,22.8,808.2,117.8,19.1033404,77.24397107,0,57.86666666666667,160.4
293,Matathwada,1960,3.6,0.0,18.1,1.0,49.2,163.6,136.6,66.8,206.8,78.5,14.0,0.1,738.3,3.6,68.3,573.8,92.6,19.1033404,77.24397107,0,54.53333333333333,114.39999999999999
294,Matathwada,1961,0.9,0.1,5.6,6.7,35.7,170.8,253.7,143.4,97.0,238.1,5.2,1.8,959.0,1.0,48.0,664.9,245.1,19.1033404,77.24397107,0,56.93333333333334,135.10000000000002
295,Matathwada,1962,0.6,2.8,2.7,37.8,43.4,67.3,164.7,192.2,304.7,41.4,33.5,54.6,945.7,3.4,83.9,728.9,129.5,19.1033404,77.24397107,0,22.433333333333334,23.9
296,Matathwada,1963,0.0,6.2,15.5,7.0,13.5,228.4,172.2,380.4,82.8,92.4,2.7,0.0,1001.1,6.2,36.0,863.8,95.1,19.1033404,77.24397107,0,76.13333333333334,214.9
297,Matathwada,1964,0.0,0.2,5.1,1.5,1.3,120.3,246.5,150.7,219.9,20.1,15.0,0.0,780.6,0.2,7.9,737.4,35.1,19.1033404,77.24397107,0,40.1,119.0
298,Matathwada,1965,5.4,1.5,0.0,9.5,0.8,129.3,218.7,180.0,69.4,5.9,0.4,10.4,631.3,6.9,10.3,597.4,16.7,19.1033404,77.24397107,0,43.1,128.5
299,Matathwada,1966,18.9,0.0,10.4,10.5,45.8,63.1,228.6,85.9,191.6,13.0,65.9,13.5,747.2,18.9,66.7,569.2,92.4,19.1033404,77.24397107,0,21.033333333333335,17.300000000000004
300,Matathwada,1967,0.0,0.0,4.0,1.0,5.9,146.0,224.0,104.1,136.0,26.4,0.0,112.4,759.8,0.0,10.9,610.1,138.8,19.1033404,77.24397107,0,48.666666666666664,140.1
301,Matathwada,1968,5.8,23.8,32.2,11.3,0.7,94.2,219.0,63.6,210.6,24.5,26.3,0.3,712.3,29.6,44.2,587.4,51.1,19.1033404,77.24397107,0,31.400000000000002,93.5
302,Matathwada,1969,0.0,0.0,0.2,0.1,2.7,120.8,222.6,148.3,277.1,14.7,38.1,0.0,824.6,0.0,3.0,768.8,52.8,19.1033404,77.24397107,0,40.266666666666666,118.1
303,Matathwada,1970,8.4,0.0,2.8,7.5,30.2,215.1,103.9,344.9,178.1,19.9,0.0,0.0,910.8,8.4,40.5,842.0,19.9,19.1033404,77.24397107,0,71.7,184.9
304,Matathwada,1971,0.2,0.1,1.3,0.1,38.8,83.2,24.3,220.0,131.5,108.4,0.0,0.0,607.9,0.3,40.2,459.0,108.4,19.1033404,77.24397107,0,27.733333333333334,44.400000000000006
305,Matathwada,1972,0.0,0.0,0.0,0.1,3.0,115.1,41.9,85.3,65.3,4.2,28.4,3.8,347.1,0.0,3.1,307.6,36.4,19.1033404,77.24397107,0,38.36666666666667,112.1
306,Matathwada,1973,0.0,0.7,0.0,3.8,0.6,112.3,203.1,334.9,115.6,99.3,1.0,0.0,871.3,0.7,4.4,765.9,100.3,19.1033404,77.24397107,0,37.43333333333333,111.7
307,Matathwada,1974,0.0,0.4,0.4,2.9,36.0,98.4,100.7,123.2,154.4,134.1,0.0,0.0,650.5,0.4,39.3,476.7,134.1,19.1033404,77.24397107,0,32.800000000000004,62.400000000000006
308,Matathwada,1975,2.1,8.3,7.3,0.0,11.3,117.2,249.0,231.7,309.9,113.9,0.1,0.0,1050.8,10.4,18.6,907.8,114.0,19.1033404,77.24397107,0,39.06666666666667,105.9
309,Matathwada,1976,0.0,0.2,3.2,7.4,2.9,92.1,213.0,195.6,63.0,3.8,39.4,2.4,623.0,0.2,13.5,563.7,45.6,19.1033404,77.24397107,0,30.7,89.19999999999999
310,Matathwada,1977,0.0,1.5,6.0,4.6,5.4,126.0,155.4,149.3,116.8,66.4,129.9,6.5,767.8,1.5,16.0,547.5,202.8,19.1033404,77.24397107,0,42.0,120.6
311,Matathwada,1978,5.7,18.8,9.6,12.0,19.1,212.4,215.0,105.3,80.6,70.5,34.6,1.2,784.8,24.5,40.7,613.3,106.3,19.1033404,77.24397107,0,70.8,193.3
312,Matathwada,1979,3.4,11.8,5.6,1.4,18.1,125.5,163.1,132.9,236.5,17.7,90.6,0.8,807.4,15.2,25.1,658.0,109.1,19.1033404,77.24397107,0,41.833333333333336,107.4
313,Matathwada,1980,0.1,0.0,4.7,4.6,2.3,223.0,114.4,325.1,113.6,1.1,3.6,20.3,812.8,0.1,11.6,776.1,25.0,19.1033404,77.24397107,0,74.33333333333333,220.7
314,Matathwada,1981,27.3,0.7,11.0,1.6,12.7,100.5,122.3,127.3,285.1,68.7,11.2,18.3,786.7,28.0,25.3,635.2,98.2,19.1033404,77.24397107,0,33.5,87.8
315,Matathwada,1982,10.0,0.6,5.1,7.8,15.9,99.6,170.1,84.8,172.0,43.6,27.0,0.0,636.5,10.6,28.8,526.5,70.6,19.1033404,77.24397107,0,33.199999999999996,83.69999999999999
316,Matathwada,1983,0.0,0.0,0.3,0.3,6.0,96.8,231.9,315.4,422.3,106.8,1.0,6.9,1187.7,0.0,6.6,1066.4,114.7,19.1033404,77.24397107,0,32.266666666666666,90.8
317,Matathwada,1984,3.1,9.5,0.4,0.8,0.0,75.7,168.5,59.8,120.1,106.2,5.4,3.3,552.8,12.6,1.2,424.1,114.9,19.1033404,77.24397107,0,25.233333333333334,75.7
318,Matathwada,1985,7.1,0.0,6.2,10.5,7.6,160.8,148.9,63.9,82.3,86.0,0.7,1.5,575.5,7.1,24.3,455.9,88.2,19.1033404,77.24397107,0,53.6,153.20000000000002
319,Matathwada,1986,9.6,9.6,1.3,2.7,7.3,132.3,140.2,127.1,104.0,6.6,10.1,12.1,562.9,19.2,11.3,503.6,28.8,19.1033404,77.24397107,0,44.1,125.00000000000001
320,Matathwada,1987,7.9,3.6,0.8,2.0,20.9,155.1,132.0,220.2,46.1,145.7,41.1,10.8,786.2,11.5,23.7,553.4,197.6,19.1033404,77.24397107,0,51.699999999999996,134.2
321,Matathwada,1988,0.0,0.0,0.2,7.2,4.2,169.7,301.6,245.4,411.9,18.5,7.7,3.5,1169.9,0.0,11.6,1128.6,29.7,19.1033404,77.24397107,0,56.56666666666666,165.5
322,Matathwada,1989,0.0,0.0,42.3,2.8,6.4,237.9,336.2,245.7,170.0,17.6,0.5,9.0,1068.4,0.0,51.5,989.8,27.1,19.1033404,77.24397107,0,79.3,231.5
323,Matathwada,1990,2.9,0.0,0.0,0.0,142.1,221.0,131.0,365.9,104.2,223.1,5.0,2.9,1198.1,2.9,142.1,822.1,231.0,19.1033404,77.24397107,0,73.66666666666667,78.9
324,Matathwada,1991,0.3,0.4,0.4,9.8,9.4,250.1,222.4,49.7,38.5,9.1,10.9,0.0,601.0,0.7,19.6,560.7,20.0,19.1033404,77.24397107,0,83.36666666666666,240.7
325,Matathwada,1992,0.0,0.0,0.0,3.5,6.7,217.9,79.4,203.0,140.4,52.2,23.5,0.0,726.6,0.0,10.2,640.7,75.7,19.1033404,77.24397107,0,72.63333333333334,211.20000000000002
326,Matathwada,1993,0.0,1.0,5.6,1.7,9.1,87.5,216.3,166.2,121.8,136.3,5.8,55.1,806.4,1.0,16.4,591.8,197.2,19.1033404,77.24397107,0,29.166666666666668,78.4
327,Matathwada,1994,3.2,0.1,0.0,14.9,14.3,110.6,117.1,162.8,63.4,64.3,32.9,0.0,583.6,3.3,29.2,453.9,97.2,19.1033404,77.24397107,0,36.86666666666667,96.3
328,Matathwada,1995,46.9,0.2,23.6,11.4,17.6,135.5,186.0,96.0,137.9,153.2,1.2,0.0,809.5,47.1,52.6,555.4,154.4,19.1033404,77.24397107,0,45.166666666666664,117.9
329,Matathwada,1996,0.1,0.0,0.3,10.6,1.6,55.8,186.6,246.4,229.8,118.9,4.4,0.4,854.9,0.1,12.5,718.6,123.7,19.1033404,77.24397107,0,18.599999999999998,54.199999999999996
330,Matathwada,1997,7.7,1.1,8.3,14.3,8.0,75.8,131.0,121.1,163.4,106.8,98.6,54.3,790.4,8.8,30.6,491.3,259.7,19.1033404,77.24397107,0,25.266666666666666,67.8
331,Matathwada,1998,0.1,0.3,3.4,1.7,8.7,189.8,255.1,249.9,235.8,150.3,31.6,0.0,1126.7,0.4,13.8,930.6,181.9,19.1033404,77.24397107,0,63.26666666666667,181.10000000000002
332,Matathwada,1999,0.0,6.0,0.1,0.0,17.9,141.5,133.3,133.4,215.4,119.9,0.0,0.0,767.5,6.0,18.0,623.6,119.9,19.1033404,77.24397107,0,47.166666666666664,123.6
333,Matathwada,2000,0.4,3.8,0.5,0.4,16.3,188.3,157.3,239.5,44.8,30.8,0.7,1.7,684.5,4.2,17.2,629.9,33.2,19.1033404,77.24397107,0,62.76666666666667,172.0
334,Matathwada,2001,4.8,0.5,0.5,9.9,0.7,148.7,56.7,255.8,83.5,170.5,0.8,0.0,732.4,5.3,11.1,544.7,171.3,19.1033404,77.24397107,0,49.56666666666666,148.0
335,Matathwada,2002,5.5,4.1,0.7,6.1,8.5,241.8,58.2,223.6,122.4,46.4,4.8,0.0,722.1,9.6,15.3,646.0,51.2,19.1033404,77.24397107,0,80.60000000000001,233.3
336,Matathwada,2003,2.1,1.3,2.3,4.9,28.5,117.6,255.9,183.9,95.7,22.1,4.9,0.8,720.0,3.4,35.7,653.1,27.8,19.1033404,77.24397107,0,39.199999999999996,89.1
337,Matathwada,2004,1.2,0.4,5.5,1.9,30.4,100.0,201.7,75.0,177.2,58.1,27.2,0.0,678.6,1.6,37.8,553.9,85.3,19.1033404,77.24397107,0,33.333333333333336,69.6
338,Matathwada,2005,13.2,0.7,11.6,1.6,2.1,59.7,413.5,124.1,213.5,100.5,0.0,0.0,940.5,13.9,15.3,810.8,100.5,19.1033404,77.24397107,0,19.900000000000002,57.6
339,Matathwada,2006,0.0,0.0,30.7,1.6,26.7,134.7,116.2,301.3,209.4,47.7,4.6,0.0,872.9,0.0,59.0,761.6,52.3,19.1033404,77.24397107,0,44.9,107.99999999999999
340,Matathwada,2007,0.0,0.0,0.1,0.7,10.0,185.4,123.1,146.2,240.7,0.9,7.5,0.0,714.6,0.0,10.8,695.4,8.4,19.1033404,77.24397107,0,61.800000000000004,175.4
341,Matathwada,2008,0.1,0.1,14.6,3.7,1.8,66.7,106.5,150.8,267.8,33.8,0.3,0.1,646.3,0.2,20.1,591.8,34.2,19.1033404,77.24397107,0,22.233333333333334,64.9
342,Matathwada,2009,0.0,0.0,0.6,0.8,7.0,63.1,139.2,167.6,159.9,59.0,63.3,8.4,668.9,0.0,8.4,529.8,130.7,19.1033404,77.24397107,0,21.033333333333335,56.1
343,Matathwada,2010,4.3,5.8,3.9,0.7,4.6,119.7,329.5,291.4,157.3,57.7,36.8,0.0,1011.7,10.1,9.2,897.9,94.5,19.1033404,77.24397107,0,39.9,115.10000000000001
344,Matathwada,2011,0.0,3.8,0.7,3.5,3.1,79.2,230.1,228.5,90.0,24.8,0.0,0.0,663.7,3.8,7.3,627.8,24.8,19.1033404,77.24397107,0,26.400000000000002,76.10000000000001
345,Matathwada,2012,0.0,0.0,0.0,0.6,2.3,72.2,161.1,101.4,120.0,68.8,0.3,0.0,526.7,0.0,2.9,454.7,69.1,19.1033404,77.24397107,0,24.066666666666666,69.9
346,Matathwada,2013,1.5,9.4,2.6,7.9,6.4,160.9,293.4,136.9,154.1,94.3,7.4,13.1,887.9,10.9,16.9,745.3,114.8,19.1033404,77.24397107,0,53.63333333333333,154.5
347,Matathwada,2014,1.4,13.4,79.0,11.9,7.0,30.4,105.0,178.9,84.5,14.2,19.9,3.3,548.9,14.8,97.9,398.8,37.4,19.1033404,77.24397107,0,10.133333333333333,23.4
348,Matathwada,2015,10.1,1.6,32.0,39.6,12.3,118.3,27.4,112.2,154.3,19.5,4.8,0.0,532.1,11.7,83.9,412.2,24.3,19.1033404,77.24397107,0,39.43333333333333,106.0
349,Matathwada,2016,0.0,3.1,10.8,3.0,6.3,157.3,276.1,89.2,302.3,100.8,0.0,0.2,949.1,3.1,20.1,824.9,101.0,19.1033404,77.24397107,0,52.43333333333334,151.0
350,Matathwada,2017,0.0,0.0,4.7,0.0,3.3,182.3,82.5,230.4,146.9,100.4,2.4,2.7,755.6,0.0,8.0,642.1,105.5,19.1033404,77.24397107,0,60.76666666666667,179.0
351,Vidarbha,1901,36.8,39.9,30.9,26.1,7.3,129.7,295.3,368.8,123.4,35.2,0.0,0.0,1093.4,76.7,64.3,917.2,35.2,20.85850732,79.27644168,0,43.23333333333333,122.39999999999999
352,Vidarbha,1902,1.6,0.1,0.0,6.5,4.1,38.0,270.7,204.7,150.9,29.6,16.1,26.7,749.0,1.7,10.6,664.3,72.4,20.85850732,79.27644168,0,12.666666666666666,33.9
353,Vidarbha,1903,5.2,4.0,0.1,2.5,37.8,121.2,475.5,325.5,154.8,100.8,2.0,0.0,1229.4,9.2,40.4,1077.0,102.8,20.85850732,79.27644168,0,40.4,83.4
354,Vidarbha,1904,4.3,2.4,12.9,0.2,14.8,148.9,158.3,151.8,196.9,61.7,0.0,0.9,753.1,6.7,27.9,655.9,62.6,20.85850732,79.27644168,0,49.63333333333333,134.1
355,Vidarbha,1905,7.3,12.7,12.4,16.2,14.0,81.0,254.5,216.3,321.3,6.0,0.2,0.0,941.9,20.0,42.6,873.1,6.2,20.85850732,79.27644168,0,27.0,67.0
356,Vidarbha,1906,12.9,3.3,11.9,0.2,6.1,328.1,350.4,325.8,113.3,6.9,14.3,18.1,1191.3,16.2,18.2,1117.6,39.3,20.85850732,79.27644168,0,109.36666666666667,322.0
357,Vidarbha,1907,3.6,52.9,3.7,45.3,1.6,181.4,309.7,332.6,59.7,0.2,15.7,4.3,1010.7,56.5,50.6,883.4,20.2,20.85850732,79.27644168,0,60.46666666666667,179.8
358,Vidarbha,1908,4.1,15.5,13.5,5.7,1.5,232.0,355.2,398.4,205.9,7.8,0.0,3.9,1243.5,19.6,20.7,1191.5,11.7,20.85850732,79.27644168,0,77.33333333333333,230.5
359,Vidarbha,1909,1.3,10.0,4.8,31.5,17.9,157.1,405.0,176.0,160.3,7.3,0.0,90.6,1061.8,11.3,54.2,898.4,97.9,20.85850732,79.27644168,0,52.36666666666667,139.2
360,Vidarbha,1910,0.0,0.0,0.0,0.1,10.0,289.1,297.4,278.7,300.3,57.7,60.8,0.0,1294.1,0.0,10.1,1165.5,118.5,20.85850732,79.27644168,0,96.36666666666667,279.1
361,Vidarbha,1911,18.2,0.0,2.2,0.0,2.6,218.0,205.9,292.3,176.1,27.5,39.9,0.0,982.7,18.2,4.8,892.3,67.4,20.85850732,79.27644168,0,72.66666666666667,215.4
362,Vidarbha,1912,0.6,49.3,0.2,6.1,7.2,54.2,364.5,391.9,117.0,6.9,15.6,0.5,1014.0,49.9,13.5,927.6,23.0,20.85850732,79.27644168,0,18.066666666666666,47.0
363,Vidarbha,1913,0.0,24.9,4.0,1.8,17.2,199.8,378.3,244.3,137.2,17.4,0.3,27.4,1052.6,24.9,23.0,959.6,45.1,20.85850732,79.27644168,0,66.60000000000001,182.60000000000002
364,Vidarbha,1914,0.0,13.4,12.8,39.1,15.9,239.5,341.2,245.6,266.6,6.1,5.7,13.1,1199.0,13.4,67.8,1092.9,24.9,20.85850732,79.27644168,0,79.83333333333333,223.6
365,Vidarbha,1915,33.3,9.1,65.9,18.9,13.1,190.2,311.0,229.6,195.2,111.0,7.4,15.0,1199.7,42.4,97.9,926.0,133.4,20.85850732,79.27644168,0,63.4,177.1
366,Vidarbha,1916,0.0,14.4,0.8,2.2,21.7,257.0,345.3,306.2,253.1,124.1,37.4,0.0,1362.2,14.4,24.7,1161.6,161.5,20.85850732,79.27644168,0,85.66666666666667,235.3
367,Vidarbha,1917,0.9,78.5,20.6,11.5,48.9,234.9,350.1,200.3,328.5,120.9,1.7,0.0,1396.8,79.4,81.0,1113.8,122.6,20.85850732,79.27644168,0,78.3,186.0
368,Vidarbha,1918,2.5,2.9,3.1,0.2,83.1,278.3,168.0,174.5,55.5,3.4,16.8,13.2,801.5,5.4,86.4,676.3,33.4,20.85850732,79.27644168,0,92.76666666666667,195.20000000000002
369,Vidarbha,1919,55.8,37.0,15.9,6.3,19.9,325.6,280.3,249.8,103.6,98.0,19.3,1.1,1212.6,92.8,42.1,959.3,118.4,20.85850732,79.27644168,0,108.53333333333335,305.70000000000005
370,Vidarbha,1920,26.7,0.3,5.2,6.2,4.8,101.8,237.8,111.7,83.3,0.5,0.0,0.0,578.3,27.0,16.2,534.6,0.5,20.85850732,79.27644168,0,33.93333333333333,97.0
371,Vidarbha,1921,20.3,0.1,0.0,2.6,0.0,283.9,293.0,292.0,182.3,11.3,0.2,0.0,1085.7,20.4,2.6,1051.2,11.5,20.85850732,79.27644168,0,94.63333333333333,283.9
372,Vidarbha,1922,33.8,2.3,0.0,3.8,5.1,206.1,361.7,116.5,295.3,4.7,80.3,0.3,1109.9,36.1,8.9,979.6,85.3,20.85850732,79.27644168,0,68.7,201.0
373,Vidarbha,1923,1.0,6.7,30.6,3.4,2.3,21.4,402.9,201.1,260.1,11.0,0.1,0.7,941.3,7.7,36.3,885.5,11.8,20.85850732,79.27644168,0,7.133333333333333,19.099999999999998
374,Vidarbha,1924,21.3,0.5,4.4,6.2,3.2,43.8,308.3,220.6,217.3,126.9,33.6,8.1,994.2,21.8,13.8,790.0,168.6,20.85850732,79.27644168,0,14.6,40.599999999999994
375,Vidarbha,1925,0.0,0.0,7.3,5.4,28.0,130.3,293.9,307.2,77.4,21.8,61.5,8.4,941.2,0.0,40.7,808.8,91.7,20.85850732,79.27644168,0,43.43333333333334,102.30000000000001
376,Vidarbha,1926,59.5,5.7,23.7,15.1,34.4,31.8,330.6,420.0,109.9,38.7,1.3,0.6,1071.3,65.2,73.2,892.3,40.6,20.85850732,79.27644168,0,10.6,2.599999999999998
377,Vidarbha,1927,0.7,10.0,12.2,2.0,2.2,280.2,414.7,220.1,97.7,51.5,70.4,5.7,1167.4,10.7,16.4,1012.7,127.6,20.85850732,79.27644168,0,93.39999999999999,278.0
378,Vidarbha,1928,0.2,43.1,5.9,0.2,2.2,177.8,296.2,185.2,180.1,108.5,0.1,17.8,1017.3,43.3,8.3,839.3,126.4,20.85850732,79.27644168,0,59.26666666666667,175.60000000000002
379,Vidarbha,1929,3.8,52.6,0.7,11.8,0.7,170.9,263.5,157.4,193.1,28.2,0.0,29.8,912.5,56.4,13.2,784.9,58.0,20.85850732,79.27644168,0,56.96666666666667,170.20000000000002
